date,open,high,low,close,volume
2024-10-21 02:00:00,162.94,163.52,163.57,162.77,202635.492248
2024-10-21 01:00:00,162.51,162.96,163.38,162.42,203102.605865
2024-10-21 00:00:00,160.42,162.41,162.55,160.25,183069.875576
2024-10-20 23:00:00,160.59,160.33,161.06,159.64,376133.782382
2024-10-20 22:00:00,160.88,160.62,161.42,160.26,271668.066775
2024-10-20 21:00:00,161.33,160.92,161.9,160.87,172920.193415
2024-10-20 20:00:00,160.7,161.33,162.04,160.7,197358.148034
2024-10-20 19:00:00,161.45,160.66,161.52,160.5,227562.020722
2024-10-20 18:00:00,162.08,161.45,162.55,161,248894.820268
2024-10-20 17:00:00,160.67,162.11,162.58,160.43,397992.821557
2024-10-20 16:00:00,160.02,160.69,160.71,159.99,126632.496174
2024-10-20 15:00:00,160.49,160,160.5,159.77,124315.5825462501
2024-10-20 14:00:00,160.48,160.59,160.76,160.38,93651.704756
2024-10-20 13:00:00,160.29,160.41,160.44,159.94,99983.845035
2024-10-20 12:00:00,160.56,160.25,160.58,160.17,63069.338212
2024-10-20 11:00:00,160.5,160.49,160.7,160.13,70909.967734
2024-10-20 10:00:00,159.63,160.5,161.3,159.21,276522.882684
2024-10-20 09:00:00,159.64,159.66,159.91,159.33,46149.024417
2024-10-20 08:00:00,159.07,159.87,159.92,159.01,106854.212585
2024-10-20 07:00:00,159.26,159.13,159.55,159.03,50606.824359
2024-10-20 06:00:00,159.27,159.21,159.55,158.93,90773.268591
2024-10-20 05:00:00,160,159.19,160.22,159,109571.94419
2024-10-20 04:00:00,160.51,159.93,160.62,159.68,65448.613274
2024-10-20 03:00:00,160.54,160.47,160.8,160.4,38067.970908
2024-10-20 02:00:00,160.17,160.58,160.82,159.42,177675.613624
2024-10-20 01:00:00,160.24,160.21,161.62,159.16,344439.409553
2024-10-20 00:00:00,161.45,160.17,161.45,160.03,328704.295247
2024-10-19 23:00:00,161.99,161.45,162.26,161.09,155006.116795
2024-10-19 22:00:00,161.46,161.97,162.68,160.2,206806.757224
2024-10-19 21:00:00,161.65,161.36,162.25,161.27,83661.872067
2024-10-19 20:00:00,161.79,161.66,161.82,161.21,73426.830931
2024-10-19 19:00:00,161.16,161.78,161.83,160.92,147013.777836
2024-10-19 18:00:00,161.06,161.08,161.64,160.67,180401.388812
2024-10-19 17:00:00,161.01,161.01,161.58,160.65,192953.358221
2024-10-19 16:00:00,160.96,161.02,161.42,160.55,106329.895975
2024-10-19 15:00:00,161.11,161.04,161.88,160.72,169735.446119
2024-10-19 14:00:00,161.89,161.15,162.25,160.75,302533.404175
2024-10-19 13:00:00,161.62,161.89,162,161.46,131794.608052
2024-10-19 12:00:00,161.71,161.63,161.89,161.22,176427.811437
2024-10-19 11:00:00,161.55,161.7,161.77,161.08,124587.86328
2024-10-19 10:00:00,161.43,161.41,161.75,160.91,194513.230724
2024-10-19 09:00:00,160.8,161.25,161.69,160.67,115086.234485
2024-10-19 08:00:00,159.59,160.79,160.88,159.52,94535.254396
2024-10-19 07:00:00,160.23,159.56,160.23,159.51,74428.028795
2024-10-19 06:00:00,160.61,160.36,161.05,160.06,126199.2536074092
2024-10-19 05:00:00,159.68,160.6,160.86,159.68,103133.958581
2024-10-19 04:00:00,159.19,159.68,159.9,157.68,285879.708561
2024-10-19 03:00:00,159.69,159.22,160.16,158.68,213751.926141
2024-10-19 02:00:00,159.13,159.69,161.49,159.02,443357.632079
2024-10-19 01:00:00,159.12,159.12,160.89,158.83,341029.260102
2024-10-19 00:00:00,159.84,159.14,161,158.38,531573.125582
2024-10-18 23:00:00,159.08,159.91,160.68,158.52,397692.973383
2024-10-18 22:00:00,158.7,159.1,159.22,158.49,252902.350927
